All_Info
"27 August 1966:  F-4C Phantom; Ser # 63-7525; USAF; 497 TFS, 8 TFW; Ubon"
27 August 1966:  A-4E Skyhawk; Ser # 150079; USN; VA-163; USS Oriskany
28 August 1966:  A-1H Skyraider; Ser # 135231; USN; VA-152; USS Oriskany
"28 August 1966:  F-4C Phantom; Ser # 64-0798; USAF; 390 TFS, 35 TFW; Da Nang"
"29 August 1966:  F-105D Thunderchief; Ser # 60-0523; USAF; 354 TFS, 355 TFW; Takhli"
"29 August 1966:  F-4C Phantom; Ser # 63-7503; USAF; 497 TFS, 8 TFW; Ubon"
"31 August 1966:  RF-8G Crusader; Ser # 146874; USN; Detachment G, VFP-63; USS Oriskany"
"1 September 1966:  F-104C Starfighter; Ser # 57-0913; USAF; 435 TFS, 8 TFW; Udorn"
"1 September 1966:  A-1E Skyraider; Ser # 52-132648; USAF; 602 ACS, 14 ACW; Udorn"
"1 September 1966:  A-1E Skyraider; Ser # 52-132624; USAF; 602 ACS, 14 ACW; Udorn"
2 September 1966:  A-1H Skyraider; Ser # 137534; USN; VA-165; USS Intrepid
"3 September 1966:  F-105D Thunderchief; Ser # 62-4303; USAF; 13 TFS, 388 TFW; Korat"
"3 September 1966:  F-4C Phantom; Ser # 64-0771; USAF; 557 TFS, 12 TFW; Cam Ranh Bay"
"4 September 1966:  F-4C Phantom; Ser # 63-7561; USAF; 555 TFS, 8 TFW; Ubon"
"4 September 1966:  F-105D Thunderchief; Ser # 62-4369; USAF; 357 TFS, 355 TFW; Takhli"
"4 September 1966:  F-105D Thunderchief; Ser # 61-0085; USAF; 354 TFS, 355 TFW; Takhli"
5 September 1966:  F-8E Crusader; Ser # 150896; USN; VF-111; USS Oriskany
"5 September 1966:  F-105D Thunderchief; Ser # 60-0495; USAF; 354 TFS, 355 TFW; Takhli"
"6 September 1966:  RF-8G Crusader; Ser # 144624; USN; Detachment 42, VFP-62; USS Franklin D Roosevelt"
6 September 1966:  C-130E Hercules; Ser # 63-7878; USAF; 314 TCW; Ching Chuan Kang
"8 September 1966:  A-4E Skyhawk; Ser # 150020; USMC; VMA-224, MAG-12; Chu Lai"
"8 September 1966:  A-1E Skyraider; Ser # 52-132588; USAF; probably 1 ACS, 14 ACW; Pleiku"
"9 September 1966:  F-105D Thunderchief; Ser # 62-4275; USAF; 357 TFS, 355 TFW; Takhli"
"10 September 1966:  F-5C Freedom Fighter; Ser # 63-8424; USAF; 10 FCS, 3 TFW; Bien Hoa"
"10 September 1966:  A-1E Skyraider; Ser # 52-132675; USAF; 1 ACS, 14 ACW; Pleiku"
"10 September 1966:  O-1E Bird Dog; Ser # 56-4184; USAF; 21 TASS, 505 TACG; Pleiku"
"10 September 1966:  F-4C Phantom; Ser # 64-0832; USAF; 433 TFS, 8 TFW; Ubon"
10 September 1966:  EA-1F Skyraider; Ser # 132543; USN; VAW-13; USS Franklin D Roosevelt
"12 September 1966:  F-105D Thunderchief; Ser # 61-0201; USAF; 469 TFS, 388 TFW; Korat"
"12 September 1966:  A-1E Skyraider; Ser # 52-133928; USAF; 602 ACS, 14 ACW; Udorn"
12 September 1966:  A-4C Skyhawk; Ser # 147763; USN; VA-153; USS Constellation
"13 September 1966:  A-1E Skyraider; Ser # 52-132659; USAF; 1 ACS, 14 ACW; Pleiku"
"13 September 1966:  F-105D Thunderchief; Ser # 62-4281; USAF; 421 TFS, 388 TFW; Korat"
"13 September 1966:  F-100D Super Sabre; Ser # 56-3071; USAF; 615 TFS, 366 TFW; Phan Rang"
13 September 1966:  A-1H Skyraider; Ser # 134534; USN; VA-165; USS Intrepid
"13 September 1966:  O-1G Bird Dog; Ser # 55-11918; USAF; 19 TASS, 505 TACG; Bien Hoa"
"13 September 1966:  F-4C Phantom; Ser # 63-7694; USAF; 497 TFS, 8 TFW; Ubon"
"13 September 1966:  F-4C Phantom; Ser # 63-7640; USAF; 497 TFS, 8 TFW; Ubon"
"14 September 1966:  F-100D Super Sabre; Ser # 55-3640; USAF; 510 TFS, 3 TFW; Bien Hoa"
14 September 1966:  A-1H Skyraider; Ser # 139756; USN; VA-25; USS Coral Sea
"14 September 1966:  F-105D Thunderchief; Ser # 62-4306; USAF; 421 TFS, 388 TFW; Korat"
"14 September 1966:  F-4C Phantom; Ser # 64-0657; USAF; 389 TFS, 366 TFW; Phan Rang"
"16 September 1966:  A-4E Skyhawk; Ser # 152020; USMC; VMA-311, MAG-12; Chu Lai"
"16 September 1966:  F-4C Phantom; Ser # 63-7613; USAF; 557 TFS, 12 TFW; Cam Ranh Bay"
"16 September 1966:  F-4C Phantom; Ser # 63-7643; USAF; 555 TFS, 8 TFW; Ubon"
"17 September 1966:  F-105D Thunderchief; Ser # 62-4280; USAF; 469 TFS, 388 TFW; Korat"
17 September 1966:  A-4C Skyhawk; Ser # 148488; USN; VA-22; USS Coral Sea
"17 September 1966:  F-4C Phantom; Ser # 63-7509; USAF; 558 TFS, 12 TFW; Cam Ranh Bay"
"17 September 1966:  F-105D Thunderchief; Ser # 61-0191; USAF; 13 TFS, 388 TFW; Korat"
"17 September 1966:  F-4C Phantom; Ser # 64-071664-0716; USAF; 558 TFS, 12 TFW; Cam Ranh Bay"
"19 September 1966:  F-105D Thunderchief; Ser # 62-4287; USAF; 13 TFS, 388 TFW; Korat"
"19 September 1966:  B-57B Canberra; Ser # 52-1541; USAF; 13 TBS, 405 FW attached to 35 TFW; Da Nang"
19 September 1966:  F-4B Phantom; Ser # 152985; USN; VF-154; USS Coral Sea
19 September 1966:  F-4B Phantom; Ser # 152315; USN; VF-151; USS Constellation
"19 September 1966:  F-4C Phantom; Ser # 63-7687; USAF; 555 TFS, 8 TFW; Ubon"
"20 September 1966:  A-4E Skyhawk; Ser # 150054; USMC; VMA-224, MAG-12; Chu Lai"
20 September 1966:  F-4B Phantom; Ser # 152973; USN; VF-21; USS Coral Sea
"21 September 1966:  F-105D Thunderchief; Ser # 62-4371; USAF; 357 TFS, 355 TFW; Takhli"
"21 September 1966:  F-4C Phantom; Ser # 63-7642; USAF; 433 TFS, 8 TFW; Ubon"
22 September 1966:  A-1H Skyraider; Ser # 135239; USN; VA-176; USS Intrepid
"25 September 1966:  F-105D Thunderchief; Ser # 62-4341; USAF; 469 TFS, 388 TFW; Korat"
"26 September 1966:  F-105D Thunderchief; Ser # 61-0186; USAF; 13 TFS, 388 TFW; Korat"
"26 September 1966:  F-5C Freedom Fighter; Ser # 65-10519; USAF; 10 FCS, 3 TFW; Bien Hoa"
"26 September 1966:  RF-4C Phantom; Ser # 65-0862; USAF; 16 TRS, 460 TRW; Tan Son Nhut"
"27 September 1966:  O-1E Bird Dog; Ser # 56-2656; USAF; 21 TASS, 14 ACW; Pleiku"
29 September 1966:  F-4C Phantom; Ser # 64-0736; USAF; F-4C Phantom     64-0736; Ubon
"30 September 1966:  F-100D Super Sabre; Ser # 55-3502; USAF; 531 TFS, 3 TFW; Bien Hoa"
"1 October 1966:  F-105D Thunderchief; Ser # 60-0483; USAF; 421 TFS, 388 TFW; Korat"
"2 October 1966:  F-104C Starfighter; Ser # 56-0904; USAF; 435 TFS, 8 TFW; Udorn"
"2 October 1966:  F-4C Phantom; Ser # 64-0821; USAF; 497 TFS, 8 TFW; Ubon"
"2 October 1966:  C-130E Hercules; Ser # 62-1840; USAF; 776 TCS, 314 TCW; Ching Chuan Kang"
"2 October 1966:  A-3B Skywarrior; Ser # 142633; USN; Detachment A, VAH-2; USS Coral Sea"
"3 October 1966:  F-100D Super Sabre; Ser # 56-3100; USAF; 416 TFS, 3 TFW; Bien Hoa"
4 October 1966:  A-4C Skyhawk; Ser # 147737; USN; VA-22; USS Coral Sea
"5 October 1966:  F-4C Phantom; Ser # 64-0702; USAF; 433 TFS, 8 TFW; Ubon"
5 October 1966:  A-1H Skyraider; Ser # 137610; USN; VA-152; USS Oriskany
6 October 1966:  F-8E Crusader; Ser # 150924; USN; VF-162; USS Oriskany
"6 October 1966:  B-57B Canberra; Ser # 53-3888; USAF; 8 TBS, 405 FW attached to 35 TFW; Da Nang"
"6 October 1966:  F-4C Phantom; Ser # 63-7486; USAF; 497 TFS, 8 TFW; Ubon"
"7 October 1966:  RF-4C Phantom; Ser # 65-0885; USAF; 12 TRS, 460 TRW; Tan Son Nhut"
8 October 1966:  A-1H Skyraider; Ser # 137629; USN; VA-152; USS Oriskany
"8 October 1966:  B-57B Canberra; Ser # 52-1512; USAF; 8 TBS, 405 FW attached to 35 TFW; Da Nang"
"8 October 1966:  RF-8G Crusader; Ser # 146899; USN; Detachment A, VFP-63; USS Coral Sea"
"8 October 1966:  O-1E Bird Dog; Ser # 56-2610; USAF; 20 TASS, 505 TACG; Da Nang"
"8 October 1966:  U-2C Dragon Lady; Ser # 56-6690; USAF; 349 SRS, 100 SRW; Bien Hoa"
9 October 1966:  F-4B Phantom; Ser # 152993; USN; VF-154; USS Coral Sea
"9 October 1966:  O-1E Bird Dog; Ser # 51-12041; USAF; 21 TASS, 14 ACW; Nha Trang"
10 October 1966:  A-4E Skyhawk; Ser # 151150; USN; VA-23; USS Coral Sea
"10 October 1966:  F-105D Thunderchief; Ser # 62-4300; USAF; 469 TFS, 388 TFW; Korat"
12 October 1966:  A-1H Skyraider; Ser # 135323; USN; VA-25; USS Coral Sea
"12 October 1966:  F-100F Super Sabre; Ser # 56-3869; USAF; 90 TFS, 3 TFW; Bien Hoa"
"12 October 1966:  F-100D Super Sabre; Ser # 55-3809; USAF; 531 TFS, 3 TFW; Bien Hoa"
12 October 1966:  A-4E Skyhawk; Ser # 152075; USN; VA-164; USS Oriskany
"13 October 1966:  F-4C Phantom; Ser # 64-0654; USAF; 480 TFS, 366 TFW; Da Nang"
"14 October 1966:  F-105D Thunderchief; Ser # 62-4391; USAF; 354 TFS, 355 TFW; Takhli"
"14 October 1966:  F-100D Super Sabre; Ser # 55-3559; USAF; 308 TFS, 3 TF; Bien Hoa"
14 October 1966:  A-1H Skyraider; Ser # 139731; USN; VA-152; USS Oriskany
"18 October 1966:  HU-16B Albatross; Ser # 51-7145; USAF; 37 ARRS, 3 ARRG; Da Nang"
"20 October 1966:  F-4C Phantom; Ser # 63-7518; USAF; 433 TFS, 8 TFW; Ubon"
20 October 1966:  A-4C Skyhawk; Ser # 147775; USN; VA-172; USS Franklin D Roosevelt
"20 October 1966:  A-1E Skyraider; Ser # 52-132410; USAF; 602 ACS, 14 ACW; Udorn"
20 October 1966:  A-4C Skyhawk; Ser # 148592; USN; VA-153; USS Constellation
"20 October 1966:  F-104C Starfighter; Ser # 56-0918; USAF; 435 TFS, 8 TFW; Udorn"
"20 October 1966:  HH-3E Jolly Green Giant; Ser # 65-12778; USAF; Detachment 5, 38 ARRS; Udorn"
"21 October 1966:  F-105D Thunderchief; Ser # 61-0057; USAF; 469 TFS, 388 TFW; Korat"
22 October 1966:  F-4B Phantom; Ser # 151009; USN; VF-161; USS Constellation
22 October 1966:  RA-5C Vigilante; Ser # 150830; USN; RVAH-6; USS Constellation
23 October 1966:  A-4E Skyhawk; Ser # 150072; USN; VA-163; USS Oriskany
"23 October 1966:  T-28D Trojan; Ser # 49-1582; USAF; probably 606 ACS, 634 CSG; Nakhon Phanom"
"26 October 1966:  F-100D Super Sabre; Ser # 56-3167; USAF; 614 TFS, 35 TFW; Phan Rang"
26 October 1966:  A-4E Skyhawk; Ser # 151075; USN; VA-163; USS Oriskany
"27 October 1966:  F-105D Thunderchief; Ser # 62-4396; USAF; 333 TFS, 355 TFW; Takhli"
"27 October 1966:  F-105D Thunderchief; Ser # 60-0431; USAF; 421 TFS, 388 TFW; Korat"
"31 October 1966:  O-1E Bird Dog; Ser # 55-4669; USAF; 19 TASS, 505 TACG; Bien Hoa"
"31 October 1966:  UC-123B Provider; Ser # 54-0597; USAF; 12 ACS, 315 ACW; Tan Son Nhut"
1 November 1966:  A-4E Skyhawk; Ser # 151138; USN; VA-72; USS Franklin D Roosevelt
"2 November 1966:  F-105D Thunderchief; Ser # 60-0469; USAF; 421 TFS, 388 TFW; Korat"
"2 November 1966:  F-105D Thunderchief; Ser # 62-4379; USAF; 421 TFS, 388 TFW; Korat"
3 November 1966:  F-4B Phantom; Ser # 148433; USN; VF-154; USS Coral Sea
"3 November 1966:  RF-101C Voodoo; Ser # 56-0175; USAF; Detachment 1, 45 TRS, 460 TRW; Tan Son Nhut"
3 November 1966:  F-4B Phantom; Ser # 151018; USN; VF-14; USS Franklin D Roosevelt
"4 November 1966:  F-105D Thunderchief; Ser # 62-4366; USAF; 469 TFS, 388 TFW; Korat"
"4 November 1966:  F-105F Thunderchief; Ser # 63-8273; USAF; 13 TFS, 388 TFS; Korat"
"4 November 1966:  RF-101C Voodoo; Ser # 56-0093; USAF; 20 TRS, 432 TRW; Udorn"
"6 November 1966:  F-100D Super Sabre; Ser # 55-3603; USAF; 416 TFS, 3 TFW; Bien Hoa"
"6 November 1966:  F-105D Thunderchief; Ser # 60-5374; USAF; 357 TFS, 355 TFW; Takhli"
"6 November 1966:  F-105D Thunderchief; Ser # 60-0487; USAF; 354 TFS, 355 TFW; Takhli"
"7 November 1966:  O-1E Bird Dog; Ser # 56-4200; USAF; 20 TASS, 505 TACG; Da Nang"
"7 November 1966:  O-1G Bird Dog; Ser # 50-1737; USAF; 20 TASS, 505 TACG; Da Nang"
"9 November 1966:  O-1E Bird Dog; Ser # probably 56-2489; USAF; 21 TASS, 14 ACW; Nha Trang"
10 November 1966:  S-2E Tracker; Ser # 152351; USN; VS-21; USS Kearsarge
"10 November 1966:  A-1E Skyraider; Ser # 52-132633; USAF; 1 ACS, 14 ACW; Pleiku"
"10 November 1966:  F-105D Thunderchief; Ser # 62-4288; USAF; 469 TFS, 388 TFW; Korat"
"11 November 1966:  F-4C Phantom; Ser # 63-7616; USAF; 559 TFS, 12 TFW; Cam Ranh Bay"
"11 November 1966:  F-4C Phantom; Ser # 64-0743; USAF; 559 TFS, 12 TFW; Cam Ranh Bay"
"11 November 1966:  A-1E Skyraider; Ser # 52-132392; USAF; 602 ACS, 14 ACW; Udorn"
"11 November 1966:  F-105D Thunderchief; Ser # 62-4313; USAF; 354 TFS, 355 TFW; Takhli"
"11 November 1966:  F-8E Crusader; Ser # 150858; USMC; VMF(AW)-235, MAG-11; Da Nang"
11 November 1966:  A-4C Skyhawk; Ser # 147718; USN; VA-22; USS Coral Sea
"11 November 1966:  C-47B Skytrain; Ser # 43-48961; USAF; 5 ACS, 14 ACW; Nha Trang"
12 November 1966:  A-4E Skyhawk; Ser # 150051; USN; VA-12; USS Franklin D Roosevelt
"12 November 1966:  A-4E Skyhawk; Ser # 150088; USMC; VMA-311, MAG-12; Chu Lai"
12 November 1966:  A-4E Skyhawk; Ser # 150048; USN; VA-12; USS Franklin D Roosevelt
"15 November 1966:  A-1E Skyraider; Ser # 52-132454; USAF; 602 ACS, 14 ACW; Udorn"
"16 November 1966:  A-1G Skyraider; Ser # 52-132600; USAF; 602 ACS, 14 ACW; Udorn"
"16 November 1966:  F-100D Super Sabre; Ser # 56-3431; USAF; 614 TFS, 35 TFW; Phan Rang"
17 November 1966:  A-4C Skyhawk; Ser # 148496; USN; VA-22; USS Coral Sea
"22 November 1966:  F-4C Phantom; Ser # 64-0755; USAF; 480 TFS, 366 TFW; Da Nang"
"22 November 1966:  A-1G Skyraider; Ser # 52-134997; USAF; 1 ACS, 14 ACW; Pleiku"
"22 November 1966:  F-105D Thunderchief; Ser # 58-1161; USAF; 469 TFS, 388 TFW; Korat"
"23 November 1966:  O-1E Bird Dog; Ser # 56-4188; USAF; 21 TASS, 14 ACW; Nha Trang detached to Tuy Hoa"
23 November 1966:  A-4E Skyhawk; Ser # 151172; USN; VA-192; USS Ticonderoga
"25 November 1966:  A-4E Skyhawk; Ser # 151123; USMC; VMA-223, MAG-12; Chu Lai"
26 November 1966:  C-47B Skytrain; Ser # 44-76574; USAF; 388 TFW; Korat
"26 November 1966:  C-123B Provider; Ser # 56-4367; USAF; 19 ACS, 315 ACW; Tan Son Nhut"
27 November 1966:  A-1H Skyraider; Ser # 135341; USN; VA-52; USS Ticonderoga
"29 November 1966:  A-1E Skyraider; Ser # 52-133926; USAF; 602 ACS, 14 ACW; Udorn"
"2 December 1966:  RF-4C Phantom; Ser # 65-0829; USAF; 11 TRS, 432 TRW; Udorn"
2 December 1966:  F-4B Phantom; Ser # 151014; USN; VF-154; USS Coral Sea
"2 December 1966:  F-105D Thunderchief; Ser # 59-1820; USAF; 34 TFS, 388 TFW; Korat"
2 December 1966:  A-4C Skyhawk; Ser # 145143; USN; VA-172; USS Franklin D Roosevelt
"2 December 1966:  F-4C Phantom; Ser # 64-0663; 0; 389 TFS, 366 TFW; Da Nang"
"2 December 1966:  F-4C Phantom; Ser # 64-0753; USAF; 480 TFS, 366 TFW; Da Nang"
2 December 1966:  A-4C Skyhawk; Ser # 145116; USN; VA-172; USS Franklin D Roosevelt
"3 December 1966:  F-4C Phantom; Ser # 63-7608; USAF; 559 TFS, 12 TFW; Cam Ranh Bay"
"4 December 1966:  F-105D Thunderchief; Ser # 62-4331; USAF; 421 TFS, 388 TFW; Korat"
"5 December 1966:  RF-101C Voodoo; Ser # 56-0165; USAF; 20 TRS, 432 TRW; Udorn"
"6 December 1966:  RF-4C Phantom; Ser # 65-0819; USAF; 11 TRS, 432 TRW; Udorn"
"6 December 1966:  F-4C Phantom; Ser # 63-7521; USAF; 559 TFS, 12 TFW; Cam Ranh Bay"
"7 December 1966:  F-5C Freedom Fighter; Ser # 65-10520; USAF; 10 FCS, 3 TFW; Bien Hoa"
"7 December 1966:  F-5C Freedom Fighter; Ser # 63-8429; USAF; 10 FCS, 3 TFW; Bien Hoa"
"8 December 1966:  B-57B Canberra; Ser # 52-1590; USAF; 8 TBS, 405 FW attached to 35 TFW; Phan Rang"
"8 December 1966:  F-100D Super Sabre; Ser # 56-3063; USAF; 510 TFS, 3 TFW; Bien Hoa"
"8 December 1966:  F-105D Thunderchief; Ser # 59-1725; USAF; 354 TFS, 355 TFW; Takhli"
"8 December 1966:  F-4C Phantom; Ser # 63-7544; USAF; 480 TFS, 366 TFW; Da Nang"
"8 December 1966:  O-1C Bird Dog; Ser # 140081; USMC; H&MS-16, MAG-16; Marble Mountain"
"10 December 1966:  F-105D Thunderchief; Ser # 58-1160; USAF; 357 TFS, 355 TFW; Takhli"
"11 December 1966:  F-4C Phantom; Ser # 63-7533; USAF; 480 TFS, 366 TFW; Da Nang"
"11 December 1966:  F-100D Super Sabre; Ser # 55-3787; USAF; 90 TFS, 3 TFW; Bien Hoa"
"13 December 1966:  F-105D Thunderchief; Ser # 61-0187; USAF; 421 TFS, 388 TFW; Korat"
13 December 1966:  A-4C Skyhawk; Ser # 147776; USN; VA-195; USS Ticonderoga
13 December 1966:  A-4C Skyhawk; Ser # 147819; USN; VA-195; USS Ticonderoga
14 December 1966:  F-8E Crusader; Ser # 149148; USN; VF-194; USS Ticonderoga
"14 December 1966:  F-102A Delta Dagger; Ser # 56-1389; USAF; 64 FIS, 405 FW on TDY; Da Nang"
"14 December 1966:  F-105D Thunderchief; Ser # 60-0502; USAF; 357 TFS, 355 TFW; Takhli"
"14 December 1966:  A-1G Skyraider; Ser # 52-132605; USAF; 1 ACS, 14 ACW; Pleiku"
"14 December 1966:  A-26A Invader; Ser # 64-17672; USAF; Detachment 1, 603 ACS attached to 606 ACS; Nakhon Phanom"
"14 December 1966:  E-1B Tracer; Ser # 147218; USN; Detachment 42, VAW-12; USS Franklin D Roosevelt"
14 December 1966:  A-4E Skyhawk; Ser # 151068; USN; VA-72; USS Franklin D Roosevelt
"17 December 1966:  F-105F Thunderchief; Ser # 63-8354; USAF; 354 TFS, 355 TFW; Takhli"
"20 December 1966:  F-4C Phantom; Ser # 64-0698; USAF; 497 TFS, 8 TFW; Ubon"
21 December 1966:  A-4C Skyhawk; Ser # 148507; USN; VA-144; USS Kitty Hawk
27 December 1966:  A-4C Skyhawk; Ser # 149641; USN; VA-22; USS Coral Sea
"27 December 1966:  F-4C Phantom; Ser # 64-0833; USAF; 555 TFS, 8 TFW; Ubon"
28 December 1966:  U-6A Beaver; Ser # 51-16565; USAF; 432 TRW; Udorn
"30 December 1966:  O-1G Bird Dog; Ser # 51-11955; USAF; 21 TASS, 504 TASG; Nha Trang"
"2 January 1967:  O-1F Bird Dog; Ser # 57-2858; USAF; 23 TASS, 504 TASG; Nakhon Phanom"
4 January 1967:  A-4C Skyhawk; Ser # 150584; USN; VA-22; USS Coral Sea
"4 January 1967:  C-123B Provider; Ser # 56-4372; USAF; 19 ACS, 315 ACW; Tan Son Nhut"
4 January 1967:  F-4B Phantom; Ser # 152974; USN; VF-154; USS Coral Sea
5 January 1967:  A-4E Skyhawk; Ser # 151136; USN; VA-192; USS Ticonderoga
"6 January 1967:  A-4E Skyhawk; Ser # 150036; USMC; VMA-121, MAG-12; Chu Lai"
"6 January 1967:  RF-4C Phantom; Ser # 64-1078; USAF; 11 TRS, 432 TRW; Udorn"
6 January 1967:  F-8E Crusader; Ser # 149184; USN; VF-191; USS Ticonderoga
"9 January 1967:  AC-47D Gunship I; Ser # 43-49124; USAF; 4 ACS, 14 ACW; Nha Trang detached to Da Nang"
"10 January 1967:  F-105D Thunderchief; Ser # 62-4265; USAF; 34 TFS, 388 TFW; Korat"
"12 January 1967:  F-104C Starfighter; Ser # 57-0910; USAF; 435 TFS, 8 TFW; Udorn"
"13 January 1967:  F-100D Super Sabre; Ser # 56-3448; USAF; 352 TFS, 35 TFW; Phan Rang"
13 January 1967:  A-4E Skyhawk; Ser # 151158; USN; VA-23; USS Coral Sea
"14 January 1967:  A-4E Skyhawk; Ser # 150106; USMC; VMA-121, MAG-12; Chu Lai"
14 January 1967:  A-4C Skyhawk; Ser # 145087; USN; VA-56; USS Enterprise
14 January 1967:  A-4C Skyhawk; Ser # 147724; USN; VA-56; USS Enterprise
"15 January 1967:  F-105D Thunderchief; Ser # 60-0440; USAF; 333 TFS, 355 TFW; Takhli"
15 January 1967:  A-4E Skyhawk; Ser # 151168; USN; VA-23; USS Coral Sea
"15 January 1967:  A-4E Skyhawk; Ser # 151093; USMC; VMA-211, MAG-12; Chu Lai"
"15 January 1967:  TF-102A Delta Dagger; Ser # 55-4036; USAF; 509 FIS, 405 FW; Don Muang"
"16 January 1967:  RF-4C Phantom; Ser # 65-0818; USAF; 11 TRS, 432 TRW; Udorn"
"16 January 1967:  RF-4C Phantom; Ser # 65-0883; USAF; 11 TRS, 432 TRW; Udorn"
"16 January 1967:  F-104C Starfighter; Ser # 57-0914; USAF; 435 TFS, 8 TFW; Udorn"
"17 January 1967:  O-1F Bird Dog; Ser # 57-2789; USAF; 23 TASS, 504 TASG; Nakhon Phanom"
"17 January 1967:  T-28D Trojan; Ser # 49-1604; USAF; 606 ACS, 634 CSG; Nakhon Phanom"
"17 January 1967:  RF-4C Phantom; Ser # 65-0888; USAF; 11 TRS, 432 TRW; Udorn"
18 January 1967:  A-1H Skyraider; Ser # 139748; USN; VA-52; USS Ticonderoga
19 January 1967:  A-6A Intruder; Ser # 151590; USN; VA-85; USS Kitty Hawk
"19 January 1967:  F-4C Phantom; Ser # 64-0845; USAF; 390 TFS, 366 TFW; Da Nang"
19 January 1967:  F-4B Phantom; Ser # 153029; USN; VF-114; USS Kitty Hawk
"20 January 1967:  O-1G Bird Dog; Ser # 51-4851; USAF; 21 TASS, 504 TASG; Nha Trang detached to Pleiku"
20 January 1967:  A-4C Skyhawk; Ser # 145144; USN; VA-112; USS Kitty Hawk
"21 January 1967:  F-105D Thunderchief; Ser # 62-4239; USAF; 354 TFS, 355 TFW; Takhli"
"21 January 1967:  B-57B Canberra; Ser # 52-1557; USAF; 13 TBS, 405 FW attached to 35 TFW; Phan Rang"
"21 January 1967:  F-4C Phantom; Ser # 64-0810; USAF; 480 TFS, 366 TFW; Da Nang"
"21 January 1967:  F-105D Thunderchief; Ser # 58-1156; USAF; 421 TFS, 388 TFW; Korat"
"23 January 1967:  F-4C Phantom; Ser # 64-0773; USAF; 497 TFS, 8 TFW; Ubon"
"25 January 1967:  O-1F Bird Dog; Ser # 55-4730; USAF; 19 TASS, 504 TASG; Bien Hoa"
"26 January 1967:  F-100D Super Sabre; Ser # 55-2911; USAF; 612 TFS, 35 TFW; Phan Rang"
"26 January 1967:  F-100D Super Sabre; Ser # 55-3541; USAF; 531 TFS, 3 TFW; Bien Hoa"
"26 January 1967:  A-1E Skyraider; Ser # 52-132419; USAF; 602 ACS, 14 ACW; Udorn"
"27 January 1967:  F-4C Phantom; Ser # 63-7709; USAF; 480 TFS, 366 TFW; Da Nang"
"28 January 1967:  F-104C Starfighter; Ser # 56-0921; USAF; 435 TFS, 8 TFW; Udorn"
"29 January 1967:  F-105F Thunderchief; Ser # 62-4420; USAF; 354 TFS, 355 TFW; Takhli"
"30 January 1967:  F-105D Thunderchief; Ser # 59-1768; USAF; 469 TFS, 388 TFW; Korat"
"31 January 1967:  UC-123B Provider; Ser # 54-0611; USAF; 12 ACS, 315 ACW; Bien Hoa detached to Da Nang"
4 February 1967:  F-4B Phantom; Ser # 153007; USN; VF-213; USS Kitty Hawk
"4 February 1967:  EB-66C Destroyer; Ser # 55-0387; USAF; 41 TRS, 432 TRW; Takhli"
"6 February 1967:  O-1F Bird Dog; Ser # 57-2807; USAF; 23 TASS, 504 TASG; Nakhon Phanom"
"6 February 1967:  HH-3E Jolly Green Giant; Ser # 65-12779; USAF; 38th ARRS, 3 ARRG; Udorn"
"8 February 1967:  RF-101C Voodoo; Ser # 56-0203; USAF; Detachment 1, 45 TRS, 460 TRW; Tan Son Nhut"
11 February 1967:  F-8E Crusader; Ser # 149192; USN; VF-51; USS Hancock
"12 February 1967:  F-100F Super Sabre; Ser # 56-3925; USAF; 510 TFS, 3 TFW; Bien Hoa"
"12 February 1967:  F-100D Super Sabre; Ser # 56-3451; USAF; 306 TFS, 31 TFW; Tuy Hoa"
12 February 1967:  RA-5C Vigilante; Ser # 151623; USN; RVAH-7; USS Enterprise
12 February 1967:  F-4B Phantom; Ser # 152219; USN; VF-96; USS Enterprise
14 February 1967:  A-1H Skyraider; Ser # 139805; USN; VA-115; USS Hancock
"15 February 1967:  F-100D Super Sabre; Ser # 55-3714; USAF; 309 TFS, 31 TFW; Tuy Hoa"
"16 February 1967:  F-100D Super Sabre; Ser # 56-2907; USAF; 309 TFS, 31 TFW; Tuy Hoa"
"17 February 1967:  C-130B Hercules; Ser # 60-0307; USAF; 773 TCS, 463 TCW; Clark AFB, Philippines"
"18 February 1967:  F-105F Thunderchief; Ser # 63-8262; USAF; 13 TFS, 388 TFW; Korat"
"18 February 1967:  AC-47D Gunship I; Ser # 44-76542; USAF; 4 ACS, 14 ACW; Nha Trang detached to Tan Son Nhut"
"18 February 1967:  RC-47P Skytrain; Ser # 43-49679; USAF; 362 TRS, 460 TRW; Pleiku"
"19 February 1967:  F-100D Super Sabre; Ser # 56-2927; USAF; 614 TFS, 35 TFW; Phan Rang"
20 February 1967:  F-4B Phantom; Ser # 150413; USN; VF-96; USS Enterprise
"21 February 1967:  A-4E Skyhawk; Ser # 151042; USMC; VMA-211, MAG-12; Chu Lai"
"21 February 1967:  A-26A Invader; Ser # 64-17668; USAF; 606 ACS, 634 CSG; Nakhon Phanom"
"21 February 1967:  A-26A Invader; Ser # 64-17669; USAF; 606 ACS, 634 CSG; Nakhon Phanom"
"23 February 1967:  O-1E Bird Dog; Ser # 56-4182; USAF; 20 TASS, 504 TASG; Da Nang detached to Khe Sanh"
"24 February 1967:  F-4C Phantom; Ser # 64-0801; USAF; 391 TFS, 12 TFW; Cam Ranh Bay"
"24 February 1967:  O-1G Bird Dog; Ser # 51-5078; USAF; 21 TASS, 504 TASG; Nha Trang"
